,Questions,Answers
889,Christmas CaroleChameleonAliceBig Money ShowBlast ZoneBurnin LoveClover CashEngine no. 1Fairy TalesKilaueaMaraschinosRobin HoodShimmerThey Came From Outer Space3 WitchesTiger' RealmXerxes,Christmas CaroleChameleonAliceBig Money ShowBlast ZoneBurnin LoveClover CashEngine no. 1Fairy TalesKilaueaMaraschinosRobin HoodShimmerThey Came From Outer Space3 WitchesTiger' RealmXerxes
890,"No, it will not work directly. You need a splitter if you want both audio and mic.","No, it will not work directly. You need a splitter if you want both audio and mic."
891,The limited edition comes with an extra couple missions and a exclusive jacket to be worn by the chracter. If the price is very different I would just buy the standard edition unless you really want those two missions.,The limited edition comes with an extra couple missions and a exclusive jacket to be worn by the chracter. If the price is very different I would just buy the standard edition unless you really want those two missions.
892,"I don't think EA is interested in helping anyone who uses a Mac.  I had a Mac and could not play with Pets because of the horse issue, which to my knowledge still isn't fixed.  They make the greatest games on earth, but they're glitchy, buggy, and don't work right half the time.  I will not be buying Sims 4 either.","I don't think EA is interested in helping anyone who uses a Mac.  I had a Mac and could not play with Pets because of the horse issue, which to my knowledge still isn't fixed.  They make the greatest games on earth, but they're glitchy, buggy, and don't work right half the time.  I will not be buying Sims 4 either."
893,Yea it's ok it's very rare for it to have sexual or language scenes plus it shows historical events of the pirate era,Yea it's ok it's very rare for it to have sexual or language scenes plus it shows historical events of the pirate era
894,"There is not. There's no mechanic to create your own character (like in Dynasty Warriors 4). I still consider Dynasty Warriors 4 the best game in the series, with 8 being the second best. This is one reason for that.","There is not. There's no mechanic to create your own character (like in Dynasty Warriors 4). I still consider Dynasty Warriors 4 the best game in the series, with 8 being the second best. This is one reason for that."
895,I don't see why not.,I don't see why not.
896,"With the legendary edition comes two disks. The first disc is the base game. The second disk contains all the DLC and its own installer, so you will not need an Internet connection. Just the second disk :)","With the legendary edition comes two disks. The first disc is the base game. The second disk contains all the DLC and its own installer, so you will not need an Internet connection. Just the second disk :)"
897,You certainly can.but only if your in India at the same time.,You certainly can.but only if your in India at the same time.
898,"Yes, it works with all OS.","Yes, it works with all OS."
899,CLAW grip mouse,CLAW grip mouse
900,Yes there is. I knew nothing when I started with the original Rocksmith and this version is much improved. In both they show you everything even down to the names of each part of the guitar. They also have lessons on basic stuff that'll be useful in many songs you play later. I highly recommend this. You'll see results ONLY if you put in time every week. Every day would be even better.,Yes there is. I knew nothing when I started with the original Rocksmith and this version is much improved. In both they show you everything even down to the names of each part of the guitar. They also have lessons on basic stuff that'll be useful in many songs you play later. I highly recommend this. You'll see results ONLY if you put in time every week. Every day would be even better.
901,"The same way you set up any turtle beaches, just put the red & white component cables from your console into the turtle beach ports & you'll be fine, the HDMI is from your console to your TV, that has nothing to do with the beaches. :D","The same way you set up any turtle beaches, just put the red & white component cables from your console into the turtle beach ports & you'll be fine, the HDMI is from your console to your TV, that has nothing to do with the beaches. :D"
902,"Yes it does, my son and I enjoy playing together.","Yes it does, my son and I enjoy playing together."
903,"This is for the original Wii. The Wii version will work on the Wii U, but not vice versa.","This is for the original Wii. The Wii version will work on the Wii U, but not vice versa."
904,It doesn't but the keys are very responsive with the price considered.,It doesn't but the keys are very responsive with the price considered.
905,"My daughter said the quality is FANTASTIC.  I talk outside the room they are playing their games and the person on the other end can hear me clear as a bell.  She said you can hear everything.  They are well made.  They are definately worth the price.  There were 2 in the package and I bought 2.  I gave them 1 and I have 3 put away.  My kids were going through 1 headset every 2 Months.  Maybe more.  Un like the cheap ones you get with XBOX, which have only one side for hearing and they were cheap with the band around the head, these  are like stereo headphones with both ears with cushions (real cushions not that cheap black stuff) and a Mic that has metal around the bendable stick part.  All in all,this was a great find as far as I am concerned, and I am very happy that I purchAsed them.  I'm sure you will be happy too !!



    My daughter said the quality is FANTASTIC. I talk outside the room they are playing their games and the person on the other end can hear me clear as a bell. She said you can hear everything. They are well made. They are definately worth the price. There were 2 in the package and I bought 2. I gave them 1 and I have 3 put away. My kids were going through 1 headset every 2 Months. Maybe more. Un like the cheap ones you get with XBOX, which have only one side for hearing and they were cheap with the band around the head, these are like stereo headphones with both ears with cushions (real...
      » 
Read More


   My daughter said the quality is FANTASTIC.  I talk outside the room they are playing their games and the person on the other end can hear me clear as a bell.  She said you can hear everything.  They are well made.  They are definately worth the price.  There were 2 in the package and I bought 2.  I gave them 1 and I have 3 put away.  My kids were going through 1 headset every 2 Months.  Maybe more.  Un like the cheap ones you get with XBOX, which have only one side for hearing and they were cheap with the band around the head, these  are like stereo headphones with both ears with cushions (real cushions not that cheap black stuff) and a Mic that has metal around the bendable stick part.  All in all,this was a great find as far as I am concerned, and I am very happy that I purchAsed them.  I'm sure you will be happy too !!
      « 

Show Less","My daughter said the quality is FANTASTIC.  I talk outside the room they are playing their games and the person on the other end can hear me clear as a bell.  She said you can hear everything.  They are well made.  They are definately worth the price.  There were 2 in the package and I bought 2.  I gave them 1 and I have 3 put away.  My kids were going through 1 headset every 2 Months.  Maybe more.  Un like the cheap ones you get with XBOX, which have only one side for hearing and they were cheap with the band around the head, these  are like stereo headphones with both ears with cushions (real cushions not that cheap black stuff) and a Mic that has metal around the bendable stick part.  All in all,this was a great find as far as I am concerned, and I am very happy that I purchAsed them.  I'm sure you will be happy too !!



    My daughter said the quality is FANTASTIC. I talk outside the room they are playing their games and the person on the other end can hear me clear as a bell. She said you can hear everything. They are well made. They are definately worth the price. There were 2 in the package and I bought 2. I gave them 1 and I have 3 put away. My kids were going through 1 headset every 2 Months. Maybe more. Un like the cheap ones you get with XBOX, which have only one side for hearing and they were cheap with the band around the head, these are like stereo headphones with both ears with cushions (real...
      » 
Read More


   My daughter said the quality is FANTASTIC.  I talk outside the room they are playing their games and the person on the other end can hear me clear as a bell.  She said you can hear everything.  They are well made.  They are definately worth the price.  There were 2 in the package and I bought 2.  I gave them 1 and I have 3 put away.  My kids were going through 1 headset every 2 Months.  Maybe more.  Un like the cheap ones you get with XBOX, which have only one side for hearing and they were cheap with the band around the head, these  are like stereo headphones with both ears with cushions (real cushions not that cheap black stuff) and a Mic that has metal around the bendable stick part.  All in all,this was a great find as far as I am concerned, and I am very happy that I purchAsed them.  I'm sure you will be happy too !!
      « 

Show Less"
906,One short. One long,One short. One long
907,"I would think so. But I wouldn't know for sure, I only have an XL 3DS. But I don't see why it wouldn't be able to.","I would think so. But I wouldn't know for sure, I only have an XL 3DS. But I don't see why it wouldn't be able to."
908,Yes,Yes
909,"All 1.0 characters are playable on 2.0, but playsets are not compatible so you can only use the characters in ToyBox mode.","All 1.0 characters are playable on 2.0, but playsets are not compatible so you can only use the characters in ToyBox mode."
910,A key for each.,A key for each.
911,Yes Yes Yes and YES!!,Yes Yes Yes and YES!!
912,"No, There are no headhunter packs. This is still an awesome deal because of the 4 DLC already included, each a game in itself. There are 5 headhunter packs total. Xbox live had the headhunter packs for 50% off yesterday. Might still be going on...","No, There are no headhunter packs. This is still an awesome deal because of the 4 DLC already included, each a game in itself. There are 5 headhunter packs total. Xbox live had the headhunter packs for 50% off yesterday. Might still be going on..."
913,Gaming keyboards have faster reaction times,Gaming keyboards have faster reaction times
914,Yes it will work for any windows platform.,Yes it will work for any windows platform.
915,"Yes, it will come with everything you need to open the box, set it up and start playing. If anything is missing or if something is not working, let us know right away and we'll help you out. You get the same one year limited warranty and the same 30 day return period as all other ASTRO products.Regards,ASTRO Gaming","Yes, it will come with everything you need to open the box, set it up and start playing. If anything is missing or if something is not working, let us know right away and we'll help you out. You get the same one year limited warranty and the same 30 day return period as all other ASTRO products.Regards,ASTRO Gaming"
916,"This is a physical copy, NOT a digital code.","This is a physical copy, NOT a digital code."
917,It now includes all the expansions except Warlords.,It now includes all the expansions except Warlords.
918,No,No
919,yes,yes
920,"Yes you do. There should be an option on your Playstation menu specifically for redeeming codes under the Playstation store column. It's actually a lot easier than you'd think it would be, and these expansions are entirely worth it :)","Yes you do. There should be an option on your Playstation menu specifically for redeeming codes under the Playstation store column. It's actually a lot easier than you'd think it would be, and these expansions are entirely worth it :)"
921,"No, it's not included. You should buy it separately.","No, it's not included. You should buy it separately."
922,If you attach the controller to the charging cable wires... yes but if you have a ps4 charging dock it will not work with grips on.,If you attach the controller to the charging cable wires... yes but if you have a ps4 charging dock it will not work with grips on.
923,"Yes, I wear glasses/have worn glasses my entire life and the headset is more comfortable than any other headphones/headset I've had.","Yes, I wear glasses/have worn glasses my entire life and the headset is more comfortable than any other headphones/headset I've had."
924,I used the USA and Germany so far and both coaches celebrated the same way (nothing unique) so I'm assuming Piojo would not celebrate like he would in real life.,I used the USA and Germany so far and both coaches celebrated the same way (nothing unique) so I'm assuming Piojo would not celebrate like he would in real life.
925,It is both. A shooter with rpg elements such as health and a very robust looting system. Millions of different guns generated randomly.,It is both. A shooter with rpg elements such as health and a very robust looting system. Millions of different guns generated randomly.
926,Yes it's $15 a month. The game new comes with a 30 day subscription. You can pay online or buy game time cards at the store. You do not need PlayStation plus to play this game online.,Yes it's $15 a month. The game new comes with a 30 day subscription. You can pay online or buy game time cards at the store. You do not need PlayStation plus to play this game online.
927,"8.1?  I do not know.  It *just about* works on Vista - meaning that some of the tables appear stretched.  It came out before wide screen monitors, so it's video driver might have issues with proper scaling/aspect ratio.Plays fine on Vista though.","8.1?  I do not know.  It *just about* works on Vista - meaning that some of the tables appear stretched.  It came out before wide screen monitors, so it's video driver might have issues with proper scaling/aspect ratio.Plays fine on Vista though."
928,"If the program suports a joystick (x-plane does), then a flight stick will work just fine.","If the program suports a joystick (x-plane does), then a flight stick will work just fine."
929,"my old PC and my now newly-built one both have Windows-7 installed, and ""Doom 3"" runs perfectly fine.  Oh, and I'd stick with the 2004-05 versions of this and ""Resurrection of Evil"", and not get the BFG Edition (as they nerfed the hell out of that one)","my old PC and my now newly-built one both have Windows-7 installed, and ""Doom 3"" runs perfectly fine.  Oh, and I'd stick with the 2004-05 versions of this and ""Resurrection of Evil"", and not get the BFG Edition (as they nerfed the hell out of that one)"
930,"Initially, I did install the program on a laptop that was running Windows 8.  It seemed to work fine on it.  I haven't tried it on windows 8.1, but as 8.1 is a vast improvement over Windows 8, I would think it would run on it, but I can't say for sure.  The only things that really seemed to change from Windows 8 and 8.1 is just that 8.1 looks like the traditional Windows desktop, and they made the side bar less sensitive.  They also seemed to fix a lockup on start issue that was created with the first 8.1 Update.","Initially, I did install the program on a laptop that was running Windows 8.  It seemed to work fine on it.  I haven't tried it on windows 8.1, but as 8.1 is a vast improvement over Windows 8, I would think it would run on it, but I can't say for sure.  The only things that really seemed to change from Windows 8 and 8.1 is just that 8.1 looks like the traditional Windows desktop, and they made the side bar less sensitive.  They also seemed to fix a lockup on start issue that was created with the first 8.1 Update."
931,"Unfortunately it doesn't, the shoulder buttons on the ps2 controller are very short.","Unfortunately it doesn't, the shoulder buttons on the ps2 controller are very short."
932,"Hello Jaime, The answer to your question is yes you can. In fact I use this as well on my Windows 8 Computer as well. I dont think that Logitech still has the drivers on there servers to download any longer (but again I am not shore they may) but I would plug it into my USB and my computer installs/downloads the drivers when it is connected. The other method that I have used was I would run windows updates and it will find the newer drivers for it. I hope this helped you out.","Hello Jaime, The answer to your question is yes you can. In fact I use this as well on my Windows 8 Computer as well. I dont think that Logitech still has the drivers on there servers to download any longer (but again I am not shore they may) but I would plug it into my USB and my computer installs/downloads the drivers when it is connected. The other method that I have used was I would run windows updates and it will find the newer drivers for it. I hope this helped you out."
933,Its a pretty good stick if that's what your asking...as for closeness to a helicopter stick I'm not sure of but as far as simulations go this is a upper mid range stick I think its worth the money. I use it for dcs a-10 simulator and its excellent and that's a very detail oriented simulator,Its a pretty good stick if that's what your asking...as for closeness to a helicopter stick I'm not sure of but as far as simulations go this is a upper mid range stick I think its worth the money. I use it for dcs a-10 simulator and its excellent and that's a very detail oriented simulator
934,"It comes with one controller but, you'll probably wanna buy another so it can charge while you play with the other.  Also being that the controllers charge doesn't last as long as a new one.","It comes with one controller but, you'll probably wanna buy another so it can charge while you play with the other.  Also being that the controllers charge doesn't last as long as a new one."
935,It includes; Galaga and Galaxian.,It includes; Galaga and Galaxian.
936,"No doubt because of the scare tactics. I wouldn't say it's scary, though it might be to someone who's younger than thirteen, really. Also, the backstory is a little morbid, when you go into looking through newspaper articles and whatnot in-game.","No doubt because of the scare tactics. I wouldn't say it's scary, though it might be to someone who's younger than thirteen, really. Also, the backstory is a little morbid, when you go into looking through newspaper articles and whatnot in-game."
937,Mine came with one controller,Mine came with one controller
938,"Yes. My friend played it on windows 8. If any problems arise, you can always right click the game and go to ""properties"" and find the ability to run the game as an ealier edition of windows. Also, check out aoe2 hd. You might prefer it. Good luck.","Yes. My friend played it on windows 8. If any problems arise, you can always right click the game and go to ""properties"" and find the ability to run the game as an ealier edition of windows. Also, check out aoe2 hd. You might prefer it. Good luck."
939,Yes it does.  You do not have to purchase a separate receiver.,Yes it does.  You do not have to purchase a separate receiver.
940,This mouse DOES entirely work on OS X.  They sell a white lit version labeled as the OS X version but all Death Adder mice are the exact same no matter what color they are.  The only difference is you'll have to download the OSX driver from the website because there are only PC drivers on the disk.,This mouse DOES entirely work on OS X.  They sell a white lit version labeled as the OS X version but all Death Adder mice are the exact same no matter what color they are.  The only difference is you'll have to download the OSX driver from the website because there are only PC drivers on the disk.
941,"No just component, red, green, blue, then white and another red for audio. NO HDMI","No just component, red, green, blue, then white and another red for audio. NO HDMI"
942,"Yes, it plays both play station 1-2. Play station 2 needs bigger memory cards..compared to play station 1. It kind of nice, one doesn't have to replace all their play station one games..","Yes, it plays both play station 1-2. Play station 2 needs bigger memory cards..compared to play station 1. It kind of nice, one doesn't have to replace all their play station one games.."
943,Yes,Yes
944,"Physical, but you still have to set up a Blizzard online account to play it. However, it makes a good flying projectile to ward off the zerg... Maybe the line between reality and fantasy is beginning to blur in my old age...","Physical, but you still have to set up a Blizzard online account to play it. However, it makes a good flying projectile to ward off the zerg... Maybe the line between reality and fantasy is beginning to blur in my old age..."
945,"Yes, that is what is on my computer. So, it definitely works. :)","Yes, that is what is on my computer. So, it definitely works. :)"
946,"Yes, you sure can it just won't be linked to the online store, or online friends","Yes, you sure can it just won't be linked to the online store, or online friends"
947,Yes it will!,Yes it will!
948,doesn't seem to,doesn't seem to
949,"Yes it runs in Windows 8, the newer version of Hoyle is not as user friendly, so I like the old version better.","Yes it runs in Windows 8, the newer version of Hoyle is not as user friendly, so I like the old version better."
950,Yes! Flawlessly.,Yes! Flawlessly.
951,"It only works with Windows Media Player. it has a small number of apps that came with it that aren't really very helpful, it looks like they went ""pretty"" over ""Functionality"" and scouring the web, pretty much all the app sites for aftermarket apps are gone now, but I DID find a program called Aida64 that can be used to create custom apps, that's all I've used since I made one for system stats. and game support for it is pretty light. google it and read the wiki on the g19 and you can see the list of games that support it. nothing terribly new so not sure if games are even trying to offer support.



    It only works with Windows Media Player. it has a small number of apps that came with it that aren't really very helpful, it looks like they went ""pretty"" over ""Functionality"" and scouring the web, pretty much all the app sites for aftermarket apps are gone now, but I DID find a program called Aida64 that can be used to create custom apps, that's all I've used since I made one for system stats. and game support for it is pretty light. google it and read the wiki on the g19 and you can see the list of games that support it. nothing terribly new so not sure if games are...
      » 
Read More


   It only works with Windows Media Player. it has a small number of apps that came with it that aren't really very helpful, it looks like they went ""pretty"" over ""Functionality"" and scouring the web, pretty much all the app sites for aftermarket apps are gone now, but I DID find a program called Aida64 that can be used to create custom apps, that's all I've used since I made one for system stats. and game support for it is pretty light. google it and read the wiki on the g19 and you can see the list of games that support it. nothing terribly new so not sure if games are even trying to offer support.
      « 

Show Less","It only works with Windows Media Player. it has a small number of apps that came with it that aren't really very helpful, it looks like they went ""pretty"" over ""Functionality"" and scouring the web, pretty much all the app sites for aftermarket apps are gone now, but I DID find a program called Aida64 that can be used to create custom apps, that's all I've used since I made one for system stats. and game support for it is pretty light. google it and read the wiki on the g19 and you can see the list of games that support it. nothing terribly new so not sure if games are even trying to offer support.



    It only works with Windows Media Player. it has a small number of apps that came with it that aren't really very helpful, it looks like they went ""pretty"" over ""Functionality"" and scouring the web, pretty much all the app sites for aftermarket apps are gone now, but I DID find a program called Aida64 that can be used to create custom apps, that's all I've used since I made one for system stats. and game support for it is pretty light. google it and read the wiki on the g19 and you can see the list of games that support it. nothing terribly new so not sure if games are...
      » 
Read More


   It only works with Windows Media Player. it has a small number of apps that came with it that aren't really very helpful, it looks like they went ""pretty"" over ""Functionality"" and scouring the web, pretty much all the app sites for aftermarket apps are gone now, but I DID find a program called Aida64 that can be used to create custom apps, that's all I've used since I made one for system stats. and game support for it is pretty light. google it and read the wiki on the g19 and you can see the list of games that support it. nothing terribly new so not sure if games are even trying to offer support.
      « 

Show Less"
952,"Yes you can. But still have the option to use letter and numbers keys and sometimes it makes it easier. For example, when you want to give someone $250, you would have to click the up arrow 250 times unless you type in ""250"". This is the only time I really used the keyboard rather than the mouse.","Yes you can. But still have the option to use letter and numbers keys and sometimes it makes it easier. For example, when you want to give someone $250, you would have to click the up arrow 250 times unless you type in ""250"". This is the only time I really used the keyboard rather than the mouse."
953,What's DCS?,What's DCS?
954,yes hard bots to play its straight,yes hard bots to play its straight
955,Yes,Yes
956,"No! It does not fill the screen, and they make it as difficult Each time you want to play, that to go Thur it all , it's not worth it.From now on I will only buy pop cap games!","No! It does not fill the screen, and they make it as difficult Each time you want to play, that to go Thur it all , it's not worth it.From now on I will only buy pop cap games!"
957,No the card doesn't expire until you enter the code then it is like a normal membership after a year is up then you need a new one and they are stackable so you could buy it now and save it till the last day of your membership then add it and it would combine them,No the card doesn't expire until you enter the code then it is like a normal membership after a year is up then you need a new one and they are stackable so you could buy it now and save it till the last day of your membership then add it and it would combine them
958,Yes,Yes
959,Yes it works okay if the screen is smaller they look kind of squashed if it's a 15 inch screen but you can install it and it will work. I've been using it.,Yes it works okay if the screen is smaller they look kind of squashed if it's a 15 inch screen but you can install it and it will work. I've been using it.
960,yes,yes
961,"Nope, it only comes with a blue LED.","Nope, it only comes with a blue LED."
962,"Yes it can work on the Xbox one, in order for it to work you have to buy the and xbox one adapter for the headset","Yes it can work on the Xbox one, in order for it to work you have to buy the and xbox one adapter for the headset"
963,Goes up to 7 players,Goes up to 7 players
964,Black cat is not in this game from what I remember,Black cat is not in this game from what I remember
965,"When I bought my copy half of the so-called included dlc wasn't available so had to contact sega - who gave me a new steam key to download it correctly. So if my experience is anything to go by, it's vital you have steam.","When I bought my copy half of the so-called included dlc wasn't available so had to contact sega - who gave me a new steam key to download it correctly. So if my experience is anything to go by, it's vital you have steam."
966,"Yes it will run on mavericks (10.9.5).  Your mac already has a video card built into the hardware, no need to upgrade it for RCT 3.","Yes it will run on mavericks (10.9.5).  Your mac already has a video card built into the hardware, no need to upgrade it for RCT 3."
967,Audio jack but you can buy an external sound card that makes it USB if that's what your worried about.,Audio jack but you can buy an external sound card that makes it USB if that's what your worried about.
968,Yep but you can't play with the play & charge kit on the Pc it is just for Xbox,Yep but you can't play with the play & charge kit on the Pc it is just for Xbox
969,Yes you have to be online,Yes you have to be online
970,Its the 2013 version,Its the 2013 version
971,I got the newer one with my order so 2013,I got the newer one with my order so 2013
972,The DLC must be bought in the PSN store.,The DLC must be bought in the PSN store.
973,Yes.  I can use it with my PS4.  Not my XBOX1 though.,Yes.  I can use it with my PS4.  Not my XBOX1 though.
974,NO,NO
975,It is single player but if you posses xbox live you can play with friends,It is single player but if you posses xbox live you can play with friends
976,I picked up the story after a few minutes. They pretty much flash back the entirety of the first two games. The story however isn't really that relevant to the game play.,I picked up the story after a few minutes. They pretty much flash back the entirety of the first two games. The story however isn't really that relevant to the game play.
977,"Hi David, yes, it works well on a Mac in X-Plane. And if you intend to purchase the saitek pro flight switch panel that too will work, but you will have to download a plugin Sandy Barbour's xpluginsdk.org","Hi David, yes, it works well on a Mac in X-Plane. And if you intend to purchase the saitek pro flight switch panel that too will work, but you will have to download a plugin Sandy Barbour's xpluginsdk.org"
978,"I have played it on Win 7, and on Win 8.1, so I'm sure it will work for you.  Have fun.","I have played it on Win 7, and on Win 8.1, so I'm sure it will work for you.  Have fun."
979,"Try right clicking on the shortcut or executable, go to compatibility mode and run it as Windows 7 or one of the earlier versions of Windows.","Try right clicking on the shortcut or executable, go to compatibility mode and run it as Windows 7 or one of the earlier versions of Windows."
980,"Yes, the ps3 does not have a region lock like the ps2","Yes, the ps3 does not have a region lock like the ps2"
981,NO it is not compatible.  PS4 dropped the ball on Bluetooth.  Where with ps3 you could basically use any bluetooth Mic/headset.  I learned this the hard way after purchasing this.  Only good with PS3,NO it is not compatible.  PS4 dropped the ball on Bluetooth.  Where with ps3 you could basically use any bluetooth Mic/headset.  I learned this the hard way after purchasing this.  Only good with PS3
982,Only in campaign mode,Only in campaign mode
983,"This is for the original vita system. You have to place the system in the grips at an angle. Where the top buttons are on the vita, they go in first at a downward angle, then the rest of the system snaps right in.","This is for the original vita system. You have to place the system in the grips at an angle. Where the top buttons are on the vita, they go in first at a downward angle, then the rest of the system snaps right in."
984,"no, it does not. The controller will work with the new PS4 Eye, but the Playstation Eye included in this pack is only designed for the PS3.","no, it does not. The controller will work with the new PS4 Eye, but the Playstation Eye included in this pack is only designed for the PS3."
985,"You are in luck!When you open the game, you actually have two options for languet. You can either choose dubbed english version, or original Japaneese voices. If you choose the english dubbed version, most of the game will have subtitles, but there will be cut-scenes with no subtitles at all. How-ever, if you choose the original japaneese dub, Every-thing will have subtitles including animated cut-scenes! So when you are on the main-menu of the game, go to ""Settings."" choose ""Languetes."" and then choose original Japaneese voices, the entire game will have english subtitles ^^



    You are in luck!When you open the game, you actually have two options for languet. You can either choose dubbed english version, or original Japaneese voices. If you choose the english dubbed version, most of the game will have subtitles, but there will be cut-scenes with no subtitles at all. How-ever, if you choose the original japaneese dub, Every-thing will have subtitles including animated cut-scenes! So when you are on the main-menu of the game, go to ""Settings."" choose ""Languetes."" and then choose original Japaneese...
      » 
Read More


   You are in luck!When you open the game, you actually have two options for languet. You can either choose dubbed english version, or original Japaneese voices. If you choose the english dubbed version, most of the game will have subtitles, but there will be cut-scenes with no subtitles at all. How-ever, if you choose the original japaneese dub, Every-thing will have subtitles including animated cut-scenes! So when you are on the main-menu of the game, go to ""Settings."" choose ""Languetes."" and then choose original Japaneese voices, the entire game will have english subtitles ^^
      « 

Show Less","You are in luck!When you open the game, you actually have two options for languet. You can either choose dubbed english version, or original Japaneese voices. If you choose the english dubbed version, most of the game will have subtitles, but there will be cut-scenes with no subtitles at all. How-ever, if you choose the original japaneese dub, Every-thing will have subtitles including animated cut-scenes! So when you are on the main-menu of the game, go to ""Settings."" choose ""Languetes."" and then choose original Japaneese voices, the entire game will have english subtitles ^^



    You are in luck!When you open the game, you actually have two options for languet. You can either choose dubbed english version, or original Japaneese voices. If you choose the english dubbed version, most of the game will have subtitles, but there will be cut-scenes with no subtitles at all. How-ever, if you choose the original japaneese dub, Every-thing will have subtitles including animated cut-scenes! So when you are on the main-menu of the game, go to ""Settings."" choose ""Languetes."" and then choose original Japaneese...
      » 
Read More


   You are in luck!When you open the game, you actually have two options for languet. You can either choose dubbed english version, or original Japaneese voices. If you choose the english dubbed version, most of the game will have subtitles, but there will be cut-scenes with no subtitles at all. How-ever, if you choose the original japaneese dub, Every-thing will have subtitles including animated cut-scenes! So when you are on the main-menu of the game, go to ""Settings."" choose ""Languetes."" and then choose original Japaneese voices, the entire game will have english subtitles ^^
      « 

Show Less"
986,"You dont need an internet connection for this game. It comes with everything already on the disk, including all of the downloadable content.","You dont need an internet connection for this game. It comes with everything already on the disk, including all of the downloadable content."
987,"Maybe, but I would rather sell my old keyboard then buy cherry brown keyboard","Maybe, but I would rather sell my old keyboard then buy cherry brown keyboard"
988,Hard copy and code for play online,Hard copy and code for play online
989,"Yes for both, but the cord may not be long enough to hook up to the tower on your PC, depending on where you place your tower.","Yes for both, but the cord may not be long enough to hook up to the tower on your PC, depending on where you place your tower."
990,This did NOT fit our dsi xl's.  Fortunately I was able to return it.,This did NOT fit our dsi xl's.  Fortunately I was able to return it.
991,This is an H game,This is an H game
992,"It will no longer be a subscription based game as of March 17, 2015. It will be buy-to-play with a cash shop for cosmetic and convenience items, as well as expansions, with an optional subscription.","It will no longer be a subscription based game as of March 17, 2015. It will be buy-to-play with a cash shop for cosmetic and convenience items, as well as expansions, with an optional subscription."
993,It recharges like any other PS3 Controller,It recharges like any other PS3 Controller
994,"Hi there, I haven't yet installed the the game on my PC as I first need to activate a 'Steam Account' which is a pre requisite apparently.The advice given on the back of the  case re video card (presumably one in the same a grahphics card) is:Directx compatible or later with 512MB RAMAMD: ADA RADEON2600XT, 3650 5550, 6450 or higher per seriesNVIDIA GFORCE8600GT,9500GTGT150, GT1250","Hi there, I haven't yet installed the the game on my PC as I first need to activate a 'Steam Account' which is a pre requisite apparently.The advice given on the back of the  case re video card (presumably one in the same a grahphics card) is:Directx compatible or later with 512MB RAMAMD: ADA RADEON2600XT, 3650 5550, 6450 or higher per seriesNVIDIA GFORCE8600GT,9500GTGT150, GT1250"
995,"Yes they do, and perfectly I must say! Just plug in the usb dongle into ps4 usb port and turn headphones on and your done, no setting it all up, microphone also picks up really good so people have no problem hearing you talking. There is also an app for ps4 called headset companion app and in that you can choose different sound modes and update the headset as needed. Even if these are more get these over the new PlayStation headphones the new ones are horrible, no bass! And with these elites you can actually plug anything with a headphone jack into the dongle and it will send the audio wirelessly to the headphones, I use them with my cell phone, tv, Xbox one and ps4 wirelessly. And you can also use them like a regular set of headphones with the cable if you need them but forgot to charge them.



    Yes they do, and perfectly I must say! Just plug in the usb dongle into ps4 usb port and turn headphones on and your done, no setting it all up, microphone also picks up really good so people have no problem hearing you talking. There is also an app for ps4 called headset companion app and in that you can choose different sound modes and update the headset as needed. Even if these are more get these over the new PlayStation headphones the new ones are horrible, no bass! And with these elites you can actually plug anything with a headphone jack into the dongle and it will send the audio...
      » 
Read More


   Yes they do, and perfectly I must say! Just plug in the usb dongle into ps4 usb port and turn headphones on and your done, no setting it all up, microphone also picks up really good so people have no problem hearing you talking. There is also an app for ps4 called headset companion app and in that you can choose different sound modes and update the headset as needed. Even if these are more get these over the new PlayStation headphones the new ones are horrible, no bass! And with these elites you can actually plug anything with a headphone jack into the dongle and it will send the audio wirelessly to the headphones, I use them with my cell phone, tv, Xbox one and ps4 wirelessly. And you can also use them like a regular set of headphones with the cable if you need them but forgot to charge them.
      « 

Show Less","Yes they do, and perfectly I must say! Just plug in the usb dongle into ps4 usb port and turn headphones on and your done, no setting it all up, microphone also picks up really good so people have no problem hearing you talking. There is also an app for ps4 called headset companion app and in that you can choose different sound modes and update the headset as needed. Even if these are more get these over the new PlayStation headphones the new ones are horrible, no bass! And with these elites you can actually plug anything with a headphone jack into the dongle and it will send the audio wirelessly to the headphones, I use them with my cell phone, tv, Xbox one and ps4 wirelessly. And you can also use them like a regular set of headphones with the cable if you need them but forgot to charge them.



    Yes they do, and perfectly I must say! Just plug in the usb dongle into ps4 usb port and turn headphones on and your done, no setting it all up, microphone also picks up really good so people have no problem hearing you talking. There is also an app for ps4 called headset companion app and in that you can choose different sound modes and update the headset as needed. Even if these are more get these over the new PlayStation headphones the new ones are horrible, no bass! And with these elites you can actually plug anything with a headphone jack into the dongle and it will send the audio...
      » 
Read More


   Yes they do, and perfectly I must say! Just plug in the usb dongle into ps4 usb port and turn headphones on and your done, no setting it all up, microphone also picks up really good so people have no problem hearing you talking. There is also an app for ps4 called headset companion app and in that you can choose different sound modes and update the headset as needed. Even if these are more get these over the new PlayStation headphones the new ones are horrible, no bass! And with these elites you can actually plug anything with a headphone jack into the dongle and it will send the audio wirelessly to the headphones, I use them with my cell phone, tv, Xbox one and ps4 wirelessly. And you can also use them like a regular set of headphones with the cable if you need them but forgot to charge them.
      « 

Show Less"
