,Questions,Answers
2306,does it come with the screws,Yes it does
2307,what are the clear width x depth x ht. dimensions that a laptop will fit inside the formed top tray as shown in the picture.,width is 12 inches and depth is 1/4 inch. length 15 inches. The height on the pedestal is adjustable. My laptop is larger but I have it on top and I can work very easily and it is secure enough.
2308,I am confused by the dimensions.  Reads 9.7 x 8.6 x 0.4 inches.  How tall is the strip and how thick?,"The cross section of the 16 ft strip is about 1/2"" by 3/16"". See my comment to my post. Two of the 3 LED segments have stopped working after one year being exposed to the elements."
2309,Has anyone played any slide and/or old Blues on this guitar?  I'm learning and I'm looking for an affordable guitar with good sound.,"I've tried standard, open D & G tunings with slide technique on the Honey Dipper.  You should be very pleased with the guitar.  As others have commented it is a heavy metal object, but that's where the sound you're looking for originates.  Go for it."
2310,Can this be used as a wireless device?,No its wired if you read the description. There is wireless versions as well.
2311,"Does the guitar need assembly on purchase ? I hope it can be played out of the box. Tuning I can manage, but not assembly.",No assembly required.
2312,Can I use a regular microphone stand or do I need to purchase a stand specifically made for a theramin?,"A regular mic stand is exactly what you would need if you wish to mount the theremin on a stand.  If the stand has a retaining nut, please remove the nut before mounting the theremin.  It will slip over the threads and sit snugly on the stand.  Please be aware that a stand is not required, although it can be a welcome addition.  You can play this instrument as a tabletop model.  Thanks!"
2313,can two ev. elx115p be enough for a 3000sf as a church,"hello, yes, these speakers are very powerful, the downside is that they bring much static noise, so you must make a good EQ and use a maximaizer, that's my recommendation, I have one of these speakers to sell, what I used twice, if you're interested. I hope my answer will help."
2314,are these piano sized keys?,"Although I no longer own it, since I upgraded to a Kawai, I do believe they have the same sized keys.  Just less of them.  Also be aware these keys are not touch sensitive nor are they weighted."
2315,What height is the stand when open (to hold the keyboard)?,It's adjustable to seated or standing height.
2316,Does the XDJ-Aero require a wi-fi connection to home wi-fi to wirelessly connect to devices? Or does the XDJ-Aero use it's own wi-fi address?,uses its own address wi-fi
2317,"does the px350 have an aux line out like the yamaha p105 that is ""true line-output, the built-in speakers remain on for monitoring""?","It has two 1/4"" headphone out jacks that disable the built in speakers, and two 1/4"" line out jacks that do not."
2318,"I am looking for a system that I can use to sing using recorded music (CD, MP3) Are their inputs for that? I can't seem to zoom in enough to tell..","there are four av jacks on the front and a main one on the back we use ours for kareeokee its pluged into the front av jack which sounds great,we also use a small tv for a bigger monitor overall our own private system,just as good as any in a bar,hope this helps."
2319,can you use an ipod classic with this?,Yes. It uses the aux cable to connect iPad to karaoke player. Any device with a headphone jack will work
2320,Will this nut fit a Squier Affinity Strat? I realize some minor filing may be necessary.....just want to be sure it's not too narrow for the slot.,"It should, that's what I used mine on."
2321,Is this for Brass Instruments?,"Yes it should work well with virtually any instrument, I've used it on Sax many times."
2322,Do you have to use music in order for it to work or can you just use it as a regular microphone?,"You can use it without the cd's.  My 3 year old Granddaughter sings happy birthday and twinkle twinkle little star all the time, and my 1 year old Grandson loves to just make noises and hear his own voice."
2323,is it a real guitar or is it a picture of it,It's real
2324,Can it play just a drum rythym loop? Basically like a drum machine?,It can. And very realistically! It's got quite a few rhythm patterns of various genres. Really handy when you're trying to record a backing track.
2325,"Would the case fit an Ibanez aw 250 dreadnaught guitar? 41"" long; 16"" wide and 5' deep roughly?","it's 45 x 17 inside, it's heavy, massive, well made- fits probably any normal guitar! my classic has room to spare- almost to big!"
2326,what are the dimensions of this item?,"The wood block is chamfered and has a 1 3/4"" by 4"" base (part that touches the wall) tapered to a 1 1/4"" by 3 1/2"" top where hook is screwed in.  The entire unit sticks out 5 5/8"" from the wall.  The distance between to two prongs (hook) is 2""."
2327,How long is the cord from the headset to the transmitter plug?,1.2m (about 48-inches).  A comfortable length to go from earset to waist transmitter even on very tall individuals.
2328,"Is the 12"" height inclusive of the small 'legs' - and are the 'legs' adjustable for desk usage?  If so, how much height do they add?","The 12"" height does not include the legs. About 15"" total with legs and taking into consideration the knobs that tighten sides into place at the top. Legs are a single height, not adjustable."
2329,"it""s good guitar?","It's a good guitar (for the price) if it is set up correctly. Since everything is raw wood, finishing could be a challenge if you do it yourself. The hardware is bottom of the line but functional. The holes are not pre drilled for the neck and it's very important that they be drilled correctly. Depending on what model you get, the headstock is not pre formed...it's basically a block of wood with holes pre drilled for the tuning pegs. You'll have to use a lathe or router to form it or take it to a wood worker. The upside to that is you can personalize it any way you want. For the money it's a functioning guitar that is fun to build and plays well if it's set up properly.



    It's a good guitar (for the price) if it is set up correctly. Since everything is raw wood, finishing could be a challenge if you do it yourself. The hardware is bottom of the line but functional. The holes are not pre drilled for the neck and it's very important that they be drilled correctly. Depending on what model you get, the headstock is not pre formed...it's basically a block of wood with holes pre drilled for the tuning pegs. You'll have to use a lathe or router to form it or take it to a wood worker. The upside to that is you can personalize it any way you want. For the money it's...
      » 
Read More


   It's a good guitar (for the price) if it is set up correctly. Since everything is raw wood, finishing could be a challenge if you do it yourself. The hardware is bottom of the line but functional. The holes are not pre drilled for the neck and it's very important that they be drilled correctly. Depending on what model you get, the headstock is not pre formed...it's basically a block of wood with holes pre drilled for the tuning pegs. You'll have to use a lathe or router to form it or take it to a wood worker. The upside to that is you can personalize it any way you want. For the money it's a functioning guitar that is fun to build and plays well if it's set up properly.
      « 

Show Less"
2330,Does this case fit the new model Soundlink 3?,It fits the device itself perfectly. You will still need another bag for the A/C power chord and the lighter device.
2331,does a coronado or a starcaster fits in here?,"If it's the hollow bodied guitar probably not.  Newer lower end starcasters that are basically shaped like a stratocaster should.  Older Starcasters were hollow bodied guitars, they recently reissued versions of the older hollow body models.  I doubt that guitar will fit this case."
2332,Does this case have a sliding laptop stand or not. The reviews say it does but the picture doesn't show a sliding stand. I don't want the slidingstand,"Hi,the FZPIDDJSX does not have the glide style lap top stand.  If you are looking for the Glide style, you should look into FZGSPIDDJSX.Hope that answered your question.If you have any other questions or want to purchase this product, please give us a call at 323-730-5050 @ AVLGEAR.Thank you!"
2333,Does your full sized violin fit well into the case and does it come with shoulder straps?,"Yes, it does come with shoulder straps.  My daughter's 4/4 violin fits in very snug, not too tight and not too much room to slip around."
2334,Does this work for non-yamaha receivers? I have a Harman Kardon AVR-500,"Yes. It will work with any brand as long as the receiver has a digital coax input. The only other issue is power. If the receiver does not have a built in usb port to power the YBA-11, then you will have to buy a usb power adapter to plug in to the wall."
2335,Dose it serve the purpose ?,"Yes, it does... I actually bought this for my musically talented girlfriend... She uses it and makes tracks with ease... I will say though, it's way over my head and I have no idea how to work that thing..."
2336,"Is this a good piano keyboard to learn while traveling?  I travel a lot for work, but am never around my piano at home to learn.  It would be great if",it great midi keyboard! as long as you have a mac computer. (i haven't tried it with a pc) easy to use and great for traveling!
2337,Is the ChromaCast logo on both sides of the picks?,No only on 1 side
2338,Would a banjo work well with this stand?,Yes
2339,Is this Amp V.2? I saw it said it was in a picture showing the back of the amp but I'd like to know if it is from someone thats bought it.,"Yes.  There are two ways to distinguish between the version 1 and version 2 Mustang.  The first, and most easily observed, is that the name is behind the control knobs, and is italicized; the second is that the covering on the version 1 has a carbon-fibre look, as opposed to the traditional tolex of the version 2."
2340,Does this comes with an ilok?,Yes it does !
2341,Can you use batteries?,No it's ac only  no off switch
2342,Does it need adaptor to use it with new or old ios conections?,It needs an adaptor to use with the lightning connection - 4th gen iPad and iPhone 5..
2343,Does the rotary gain control go to 11?,It does not.
2344,Can I take song out from this cubase for infinitive times as MP3 ???? or is it limited??,I can export it with good quality but it is not mp3 it's wav 64 or some more options not mp3
2345,Can I connect an overdrive pedal to this? Will the overdrive pedal sound the same if it weren't connected to the POD?,"You can connect extra pedals to the Pod HD 500X. There are two 1/4"" ports that you can plug any number of chained pedals into and you then just add an ""FX"" box into the string of effects on the screen. You can then turn these pedals on and off using the POD's effect switch buttons, if you assign the FX box to it. As to how it sounds, that would depend on which place in your effect line up that you put the FX box, but if you are running an unaltered sound through the POD, it should not affect the signal at all, and should sound as if it is just running through your external effect pedal.Alternatively, you can run the audio out, either from the Phones port or the L or R out ports into your effect box, and just have the pod be just another string in your effects. Or you could plug your guitar into the effect box and run that into the ""Guitar in"" port on the pedal.



    You can connect extra pedals to the Pod HD 500X. There are two 1/4"" ports that you can plug any number of chained pedals into and you then just add an ""FX"" box into the string of effects on the screen. You can then turn these pedals on and off using the POD's effect switch buttons, if you assign the FX box to it. As to how it sounds, that would depend on which place in your effect line up that you put the FX box, but if you are running an unaltered sound through the POD, it should not affect the signal at all, and should sound as if it is just running through your external...
      » 
Read More


   You can connect extra pedals to the Pod HD 500X. There are two 1/4"" ports that you can plug any number of chained pedals into and you then just add an ""FX"" box into the string of effects on the screen. You can then turn these pedals on and off using the POD's effect switch buttons, if you assign the FX box to it. As to how it sounds, that would depend on which place in your effect line up that you put the FX box, but if you are running an unaltered sound through the POD, it should not affect the signal at all, and should sound as if it is just running through your external effect pedal.Alternatively, you can run the audio out, either from the Phones port or the L or R out ports into your effect box, and just have the pod be just another string in your effects. Or you could plug your guitar into the effect box and run that into the ""Guitar in"" port on the pedal.
      « 

Show Less"
2346,Does the color of the strings match the colors on Rocksmith 2014?,"Yes, they do."
2347,"Do these have a multi-color ""chase"" type mode?Or does the whole strip change colors in unison only?","This product is the LED chasing type called Dream Color, also called ""horse racing"".  The LED's are in groups of 3, driven by one driver chip, 6803 IC.  All 3 LED's are the same color but each group of 3 can be any color.  This product is only the LED strip and you still need the control box to send the data to the strip to cause the LED's to light up and chase.  You will the controller at XKTTSUEERCRR 6803 RF Controller 133 Change for Dream Magic Color Chasing 5050 RGB LED Strip  The whole kit with controller is available on amazon at XKTTSUEERCRR 5M 5050 RGB Dream color 6803 IC LED Strip Light Waterproof & 133 Change RF Remote  You will also need a 12V DC power supply like Kastar LCD AC Adapter 12V 6A with 3-Prong Power Cord Power Supply for LCD Monitor and LCD TV  The LED strip looks great as there are 133 programs with a wireless remote control that varies the color, speed and patterns as the color moves along the strip.  I hope this helps!!



    This product is the LED chasing type called Dream Color, also called ""horse racing"". The LED's are in groups of 3, driven by one driver chip, 6803 IC. All 3 LED's are the same color but each group of 3 can be any color. This product is only the LED strip and you still need the control box to send the data to the strip to cause the LED's to light up and chase. You will the controller at XKTTSUEERCRR 6803 RF Controller 133 Change for Dream Magic Color Chasing 5050 RGB LED Strip The whole kit with controller is available on...
      » 
Read More


   This product is the LED chasing type called Dream Color, also called ""horse racing"".  The LED's are in groups of 3, driven by one driver chip, 6803 IC.  All 3 LED's are the same color but each group of 3 can be any color.  This product is only the LED strip and you still need the control box to send the data to the strip to cause the LED's to light up and chase.  You will the controller at XKTTSUEERCRR 6803 RF Controller 133 Change for Dream Magic Color Chasing 5050 RGB LED Strip  The whole kit with controller is available on amazon at XKTTSUEERCRR 5M 5050 RGB Dream color 6803 IC LED Strip Light Waterproof & 133 Change RF Remote  You will also need a 12V DC power supply like Kastar LCD AC Adapter 12V 6A with 3-Prong Power Cord Power Supply for LCD Monitor and LCD TV  The LED strip looks great as there are 133 programs with a wireless remote control that varies the color, speed and patterns as the color moves along the strip.  I hope this helps!!
      « 

Show Less"
2348,"I'm confused about weighted, verses touch sensitive.  I want it to play like a real piano.  Is this like a piano?","This is not like a real piano. The keys give you no resistance when you press them. However, the harder you press these keys the louder they are."
2349,hi! could anybody explain me the difference between the DGX 650 and DGX 640?,"There are 4 main New Features for the DGX 650 over the DGX 640. These include the STYLE RECOMMENDER (helps you find appropriate backing track (drums etc.) based on the rhythm of a song you are playing), AUDIO RECORDING - the ability to record audio in WAV format (not just MIDI anymore!), SPEAKER OVERRIDE (can route keyboard through sound system and keep the sound coming out of the keyboard speakers also so you can use the keyboard speakers as your monitor).  This is very important to me, and AUX INPUT (play along with an  MP3 player).  --BB"
2350,will it work on 3/4 acoustic?,Yes it would a friend of mine has accoustic guitar and he uses it on his guitar
2351,Am I able to put a pop filter on this?,Yes! We place one on it and it work great! This is a very nice unit! Love it
2352,can I use this mic with an normal sound recorder like Zoom H4 or Tascam DR-05 or other?,"We use this mic with a Tascam CD recorder, no problems. We a currently running the mic through a Presonus digital board, then to the recorder. If you try to go direct to your recording device, I would recommend you try it first at the -30 db attenuation, then work your way up. Hope this helps."
2353,"I have hooked these units to my DMX controller, but no action.  I need the #1 light to address at 161 and the second at 165.  What dip swtch settings?","I'm not 100% sure but try these: 161= 1, 6, 8, 165=1, 3, 6, 8. Use the chart at this link http://www.look4ideas.com/techstuff/dmxchart.pdf"
2354,Does it have bluetooth conectivity? Not mentioned in the specs.,It says it has that feature... we could not get it to work with and iPhone or Android...
2355,does it have a midi imput,No. It only has jacks for power and headphones.
2356,Do you get good rebound or do you have to make the rebound happen yourself.,"Dear Ivan, in air-drumming, you can get rebound off the palm of your hand by using a relaxed German grip (palms facing somewhat down). The rebound happens because the butt of the drumstick bounces on the fleshy part of your palm. This enables you to drum as fast as on a real drum. We explain this in a video we made about rebound. Unfortunately, it is not possible for me to place an internet link here. I encourage you to search youtube for ""Aerodrums"" and ""rebound""."
2357,Does this amplifier come with a power chord?,Yes it does
2358,"If I'm using my phone as the music player, do I need an amplifier or DAC or both?","more power and control is always better....but at any reasonable listening level, I don't really need one......(same situation)......"
2359,"Will this work with an iphone 5?  It has a lightning connection, but will the iphone provide enough power to power the mic?",According to their specs page it works with any lightning connection.http://bluemic.com/spark_digital/#/specs/
2360,"Can you turn on 1,2,3 lights per stalk or is it 3 light on or off?",No individual LED control. It's 3 lights on or off.
2361,does it have 4 pins or 5?,4 pins
2362,I want a jack to plug into a Samsung Galaxy 3 so I can use a mic with a 1/4 male...will this work? If not can you tell me what will. Thanks,You're gonna need a female quarter inch to male 3.5mm.
2363,Will this work with Shure M91E,Not sure does it look the same ?some of them are interchangeable ....Cathy 888 656 2475
2364,Will this work for a technics sl-23?,"Kevin, Yes, this cartridge will mount to the standard headshell on your SL-23.  It fits all standard tonearm headshells, including the Dual (German-made) plug-in design.  This cartirdge, however will not work with the P type headshell mount (Ortofon).  The Gimbal bearing on your Technics is high enough in the back to present a decent clearance for slightly warped records when played by the M44, as well as a decent palying angle for the stylus in the groove.  The Pioneer PL-518 Gimble bearing has a flatter playing angle, which is perfectly safe on the records, but the warpage clearance is poor.  This will be an excellent fit for the Technics SL-23.  You will need the longer mounting screws for the M44.  I believe they come with the cartridge.  I didn't have to worry about the screws since I had quite an arsenal of hardware to mount mine.  But, I do believe the classic, longer M44 mounting screws are in the cartridge packaging.



    Kevin, Yes, this cartridge will mount to the standard headshell on your SL-23. It fits all standard tonearm headshells, including the Dual (German-made) plug-in design. This cartirdge, however will not work with the P type headshell mount (Ortofon). The Gimbal bearing on your Technics is high enough in the back to present a decent clearance for slightly warped records when played by the M44, as well as a decent palying angle for the stylus in the groove. The Pioneer PL-518 Gimble bearing has a flatter playing angle, which is perfectly safe on the records, but the warpage clearance is poor....
      » 
Read More


   Kevin, Yes, this cartridge will mount to the standard headshell on your SL-23.  It fits all standard tonearm headshells, including the Dual (German-made) plug-in design.  This cartirdge, however will not work with the P type headshell mount (Ortofon).  The Gimbal bearing on your Technics is high enough in the back to present a decent clearance for slightly warped records when played by the M44, as well as a decent palying angle for the stylus in the groove.  The Pioneer PL-518 Gimble bearing has a flatter playing angle, which is perfectly safe on the records, but the warpage clearance is poor.  This will be an excellent fit for the Technics SL-23.  You will need the longer mounting screws for the M44.  I believe they come with the cartridge.  I didn't have to worry about the screws since I had quite an arsenal of hardware to mount mine.  But, I do believe the classic, longer M44 mounting screws are in the cartridge packaging.
      « 

Show Less"
2365,What are the outputs? RCA? uSB? Is there a pre-amp?,"Output is RCA with a ground. There is no USB. There is also no built-in pre-amp. I purchased one also made by Pyle and it works great. Only negative to this player I've found is that it does not have an auto-return for the arm when the record is done playing. Had I known this, I probably would have shelled out a bit more for one that does, as the previous players I've used have had this feature... perhaps it's not common in ""professional"" players?"
2366,does this microphone have to be plugged into anything? NADY SP-4C Dynamic Microphone,"All microphones, except those at the end of a megaphone or bullhorn, need to be plugged into an amplifier (or preamp which is plugged into an amplifier) to which speakers are connected.  The connection from the microphone to the amplifier may be by wire, or by wireless transmitter.  For this particular microphone, the Nady SP-4C, the connection is by the included microphone cable."
2367,how much candlepower does it have??,I am unsure of that.  My husband used it to DJ a party in a banquet hall that held over 100 people.  It did well but it was mainly for the dance floor area.  Hope that helps.
2368,"Anyone ever use one of these as a bass guitar cab? I'm thinking of using one in conjunction with a GK 210 (2 ten inch speaker) cab, also 8 0hm..","Yeah, Don't."
2369,anyone used this on spark plug leads to clean and improve contact between spark plug and the lead?,"I have not used it for that application, buy I would think that it would work well at removing any corrosion if it exists.  It can't hurt in any case.  I've been using DeOxit for many tears and have found that it works wonders on any and all electrical contacts.  One area that people forget are the various ground straps or cables they have in the engine compartment.  Disconnect them and clean well with De-Oxit and replace tightly.  I've seen cleaning the grounds fix some strange electrical problems."
2370,how to connect this to my interface?,We used it for a live setup. This go a the end of the preamp chain. This way we process the final mix of the instruments. There are people who use it only for bass instruments as an instrument effect with good results.
2371,"If I buy this, would I have to buy anything else for it to function?","Yes, you need to purchase the adapter or a 9 volt battery. I recommend the adapter."
2372,what type of case could i buy for this guitar,"I purchased ""Musicians Gear Deluxe SGS Solid Guitar Style Hardshell Case"" Sold by Music123 Paid $59.99 at the time. Well worth the price. Guitar fits good, inside is plush and is well built. Not sure how it would handle if your on the road, but for home & short trips it suits my needs perfectly."
2373,Will a seagull s12 fit?,I'm not sure it's not my add. I do own a skb 18 case and my acoustic fits it. Just measure your guitar against the guitar case inside measurements ask skb. My guitar fits easy I even put towels or shirts in it as packing for plane flights below. It handled 4 plane flights so far and guitar is ok. Hope this helps.
2374,What is the thickness of these picks?,according to jim dunlop website...it 1.38 mm
2375,Can it handle deep bass tones or is the hog 30 better for that range?,"Others have spoken as owners of the Hog 20. I have a Hog 30 I've used for busking in Farmer's markets on bass. It held up just fine in that context, so I think for keyboards or bass if you want a battery operated amp, the Hog 30 is a great option."
2376,"Is the top tube one solid tube through the center, or two short tubes connecting in the middle with support struts connecting below?","It's a solid tube, approximately 3ft. in length."
2377,I can use this on electric bass?,"Absolutely! I love this stuff so much I just sent it to my daughter today--don't tell her, it's a surprise! But seriously, I use it on all my instruments, acoustic and electric and there is something in there for everything. All the best, George"
2378,"Whats the difference between the Shubbs S1 and the Deluxe S1 capo ? Thanks, Mick","I think the product is the same, but the listings with different names are different sellers. They just used different words for the same product.  ???"
2379,"The description says it fits standard 1-inch tubing. Is this the inner diameter of the tubing, or the outer diameter?",It seems to refer to outer diameter per my measurement
2380,How does it compare to a Martin 12-string Acoustic Electric (Dreadnaught) guitar?,"The only Martin 12 I owned was boomy and dull and disappointing. I traded it in on a Taylor spruce/mahogany auditorium guitar which is a delight but which lacks the clangy jangly tones of the Tak. Between the two, I should cover my Appolonian and Dyonisian selves. I've never even played a Martin 12 since, and haven't missed it. Also, the Tak is considerably cheaper, given the electrics etc. Hope this helps."
2381,how much this head shell weigh in grams?,"It's a knockioff of the Technics Headshell, which is 7.3 grams.  Amazon should update the stats, as they ARE confusing......"
2382,does this foot switch work with any yamaha keyboards,"I have the YPG-235 and it works fine.  The sustain does not have the fade out one is used to on an acoustic, but I have been  very happy with this add on purchase for my Yamaha keyboard."
2383,Does this Harmonica come with a case? I don't see anything on this site that suggest that it comes with it.,"The Lee Oskar harmonicas come in interlocking cases. When you have several of them, as I do, they become a sort of box with several small lids. Definitely the best case design in the harmonica world."
2384,Will this case fit the Yamaha DGX-230?,I used it with the Yamaha YPG-235 and it worked great.
2385,Will a Washburn B-16 banjo fit in the TKL 7840 case?,Yes it will.
2386,Will the electric EJ200 fit with the knobes on the upper shouldermaking it a half inch wider?,My guitar is a ej 200 ce  with the control and tuner on top this case  works great I love it hope this helps ray
2387,MXL 990 Condenser Microphone to USB I was hoping to connect this mic to my computer via USB for podcast recording.  Would I be able to connect it directly or would I need additional equipment?,"""Would I be able to connect it directly or would I need additional equipment?""You may not want a mixer, it depends on what you own already. Basically to connect a condenser mic like this to your PC via USB (and you probably do not want to use direct sound from typical audio in on PCs or Macs) is an audio interface, and for microphones you want it compatible with the powered Low-Z, which can be done combined or separate.If you went completely modular, you could buy the mic (I assume you mean this): MXL 990 Condenser Microphone with ShockmountThen for its phantom power: Nady SMPS-1X 1-Channel 48V Phantom Power Supply for Condenser MicrophonesAnd then an audio interface ranging from this very nice option: Lexicon Alpha 2-Channel Desktop Recording StudioOr this: M-Audio Fast Track USB 2 Computer Audio Interface and at about that price you might be able to find one that eliminates the need for the separate ""phantom"" power.All tolled, I think having the Nady power supply is a great idea, because many audio interfaces that have phantom power can only drive one mic. I think given the limits of USB, I understand why it might not be a great idea to drive more than one mic that way. I am thinking about buying one for myself as insurance, because I have a lot of audio interfaces that have the correct XLR, but power for only one, or no phantom power. I also get nervous from having so many USB devices in the first place, and I buy powered hubs to make sure I don't overly tax my PC power supply, since I have 2 video cards and a 6-core CPU. All this stuff adds up. The final option is starting from about $60 you can get a USB condenser, and then I remembered this for under $50: BEHRINGER C-1UThe downside of buying the all in one is that you can't use the USB mic in a mixer for example. For many people though, it makes a lot of sense.  There is also another option for almost the same price: CAD U37 USB Studio Condenser Recording MicrophoneBut don't let the confusion intimidate you in to gambling before you know what you really need. The more info you share about your system (your PC and gear) and any other likely uses, the better advice people can offer you. Don't be afraid to share your requirements.



    ""Would I be able to connect it directly or would I need additional equipment?""You may not want a mixer, it depends on what you own already. Basically to connect a condenser mic like this to your PC via USB (and you probably do not want to use direct sound from typical audio in on PCs or Macs) is an audio interface, and for microphones you want it compatible with the powered Low-Z, which can be done combined or separate.If you went completely modular, you could buy the mic (I assume you mean this): MXL...
      » 
Read More


   ""Would I be able to connect it directly or would I need additional equipment?""You may not want a mixer, it depends on what you own already. Basically to connect a condenser mic like this to your PC via USB (and you probably do not want to use direct sound from typical audio in on PCs or Macs) is an audio interface, and for microphones you want it compatible with the powered Low-Z, which can be done combined or separate.If you went completely modular, you could buy the mic (I assume you mean this): MXL 990 Condenser Microphone with ShockmountThen for its phantom power: Nady SMPS-1X 1-Channel 48V Phantom Power Supply for Condenser MicrophonesAnd then an audio interface ranging from this very nice option: Lexicon Alpha 2-Channel Desktop Recording StudioOr this: M-Audio Fast Track USB 2 Computer Audio Interface and at about that price you might be able to find one that eliminates the need for the separate ""phantom"" power.All tolled, I think having the Nady power supply is a great idea, because many audio interfaces that have phantom power can only drive one mic. I think given the limits of USB, I understand why it might not be a great idea to drive more than one mic that way. I am thinking about buying one for myself as insurance, because I have a lot of audio interfaces that have the correct XLR, but power for only one, or no phantom power. I also get nervous from having so many USB devices in the first place, and I buy powered hubs to make sure I don't overly tax my PC power supply, since I have 2 video cards and a 6-core CPU. All this stuff adds up. The final option is starting from about $60 you can get a USB condenser, and then I remembered this for under $50: BEHRINGER C-1UThe downside of buying the all in one is that you can't use the USB mic in a mixer for example. For many people though, it makes a lot of sense.  There is also another option for almost the same price: CAD U37 USB Studio Condenser Recording MicrophoneBut don't let the confusion intimidate you in to gambling before you know what you really need. The more info you share about your system (your PC and gear) and any other likely uses, the better advice people can offer you. Don't be afraid to share your requirements.
      « 

Show Less"
2388,what is the best starter ukele,"Tuning is great and good  finishing,  taking into consideration the fact that the Oscar Schmidt OU2 Concert Ukulele is not a an expensive model. However you have to remember that the concert uke is an  intermediate size between the tenor (bigger) and soprano (smallest). So, for begginers it is a good choice."
2389,"my plug is the opposite of everything I found if the ground is North, the T is on the West and the vertical is East is this something different?",What you have there is a Nema 6-20P 240V appliance. Leg1+Leg2+Ground instead of Leg1+Neutral+Ground. You can't run such an appliance off 120V (unless you use a step-up transformer). The easiest and least expensive solution is probably to install a 240V circuit.
2390,This is a 4ohm or 8ohm head?,"Jonathan, here is some information that might help320W @ 8 Ohms480W @ 4 Ohms700W or 480W Amp Only:¼"" speaker outputjacks. Impedances Lower than 4 Ohms should not beused. Higher impedances such as 8 Ohms, 16 Ohms,or No Load are acceptable. One 4 Ohm, one 8 Ohm,or two 8 Ohm cabinets are okay. One 4 Ohm and one8 Ohm together is not recommended. The internalspeakers equal an 8 Ohm load. No damage willresult from operating the amplifier with the speakersdisconnected."
2391,Does this fit the Thunderbird Pro 5? That's the 5-string model with the through body neck. Some say it's slightly longer than the IV.,"My thunderbird fits pretty well in here but it still has room for a bit more length. The 5 string should not be that much longer but if it is, it still has room for it. Also the space for the headstock is open enough to fit the extra tuning peg. I would say get this case if you're looking to fit your bass"
2392,what gauge are they? string sizes,"I wouldn't know myself, but on the listing it says this:Gauges : 12-16-25-32-42-54"
2393,I'm an adult but have very small hands. Years ago I played the clarinet with no difficulties and was wondering about spacing and reach on this?,"Not knowing how small your hands are, it's hard to say whether or not you could manage the reach on a standard tenor.  My wife cannot, so we got a bent (knick) tenor with two more keys than the double key for C and C# for her.  She has no trouble with this, but likes to use it with a neck strap.  The  instrument is a YRT-304B modified by Lazar Early Music.  The neck strap arrangement is a jury-rig involving the use of a stout rubber band and a bass recorder strap.  Hope this helps."
2394,"I need to know if the foot switch comes with the locking cable. If not, where can I find one?",It comes with a standard ethernet cable...which snaps in at both ends.  It would be great if it were more flexible.
2395,What's the finish on the stand? Is it black or chrome? Thanks,Black
2396,how much does the guitar weigh?,"I measured it on a kitchen scale (could balance the entire unit on it surprisingly well) with my light weight Ernie Ball strap attached, and it weighed in at 2 lbs. 4.8 oz. For comparison, the Washburn strap that it came with weighs in on its own at 2.4 oz. Why the Ernie Ball strap? The Washburn strap is fine, unless yours smells like a an off-gassing rave at the chemical plant."
2397,Does this keyboard have speakers or do you need to purchase separate speakers?,"It's not a keyboard, it's a midi controller. You need a PC/Mac with speakers + software to use this."
2398,The description says these are nylon strings.  They aren't are they?,"The wound strings hae a nylon core. So, yes and no. The E string is still steel, but the others are nylon with a winding(I can't recall the medal they are wound with). If you're thinking of nylon guitar strings, no they don't resemble those because of the winding."
2399,canon rebel t3 ? would it work,i know so ! it would work good with it ! here go view this on youtube and you will see what i mean   http://www.youtube.com/watch?v=XcouSMKd_qY
2400,"Hi, my husband has a Gibson L7 Archtop acoustic guitar (1937)  that I would like to purchase a pickup for. Is this suitable or ideal. He's tried a few","Wow. That's a pretty vintage guitar and very special. It has a completely different style of pickup. I would try to restore the guitar very close to its original state. I would try to buy an original Gibson pickup that's designed for that type of guitar or even a boutique pickup, if that's the case."
2401,"Hello, I am deciding between this auto harp and the OS150FCE Acoustic Electric Auto Harp. Does this one have the FT600 Fine Tuning?","I really like this auto harp, but it does NOT have fine tuning. I haven't had any problems fine tuning it myself though - just a laborious process and needs to be done frequently in the first few months."
2402,are these a pair,"yes, my package had two."
2403,"I'm seeing that some have said it DOESN""T come with screws but it says that it DOES in the description. I want to rack 3 routers/3 switches.","It comes with screws, about 50 of them."
2404,is this mic good for overlaying harmonies and piano???,"This Nady (SP-1) is a pretty decent mic. For the price, its hard to beat. Keep in mind, this is not going to perform like a Shure SM-58. It is, however, a good solid mic that will give you a clean sound with nice highs and a surprisingly good midrange. You should have no problem with harmonies because it does have a pretty nice range and the vocal quality is there. I also think this would work well with a piano, for the same reasons."
2405,Can you recommend an extension pole so that I can increase the total height?,"I'm not aware of any.  I'm sure one could be fashioned to use, but you run the risk of the unit becoming unstable and damage to your other equipment should your modification fail."
2406,Should I buy the junior strap for a 5th grader or can the regular strap be adjusted to fit my 5th grader? He is an average kid in height.,This is the strap we bought for our 5th grader and it was fine. Perfect even.
2407,Does it work on other brands?,I've used it with several makes and models. Works just fine
