,Questions,Answers
2857,maltitol? Xylitol? Sorbitol? Sugar Alcohols?,Sucralose (Splenda)
2858,"My vanilla beans arrived, but are frozen solid because of the sub-zero temperatures. Are they still usable to make vanilla, or are they ruined?","I realize it's a bit late to help you, but for anyone reading this later:Frozen vanilla beans should still be usable for extract, but I would suggest using them right away. Freezing or refrigerating can promote certain types of mold in vanilla beans, but it shouldn't affect the flavor compounds in the beans."
2859,where was manufactured the cans you have? mexico or liverpool? i just want you to know to order,"You need to ask the seller directly this question, as it may depend per seller.  To ask the seller, you click on the sellers name where it says ""Sold by"".  And on the right column towards the bottom it says: ""Further information"" and click on ""contact the seller"".   Yeah it's not easy to find, but that is where you can ask a seller specific questions of their lot.   This is for general questions regarding the formula in general.  Such as:  ""Does it work?"" and the answer to that is yes."
2860,can this be put in a squieeze bottle [ketchup] etc and used ?,"It's a little thicker than ketchup so I would use a bottle that has a wider opening, but otherwise it should work fine."
2861,Is it one package divided up for a total of 11 oz. or two 11 oz packages? Can anyone clarify please?,Each bag is 11 oz.  There are two bags.
2862,I would like to use it for making a nut brittle.  Could I substitute it for both the brown and white sugars called for in the recipe?,"Hi, this sugar is very much like brown sugar.  I use it for everything right now except for tea as it does taste different there.  I use this coconut sugar for all my baking and sometimes do mix it with white sugar and sometimes not.  I have never made brittle with it but I'm guessing you would be OK to use this exclusively and cut out the white.  Good Luck!"
2863,Is this the wrong picture. I thought it was purple not green. I want to buy but the picture of the box should be a purple Pilao .... is this correct..,"Pilao Intenso comes in a purple bag, regular Pilao comes in a red bag. This is the wrong picture, this is Melitta (different brand) Extra Forte."
2864,"What is ""frustration Free"" packaging? I've ordered the 2lb mixed bag before. Thanks! LOVE these!",It was just a simple plastic bag.
2865,Have the EZ k-cup and filter.  Why am I getting such weak coffee? Keep trying but to me it is worthless. Am ready to try something new,I put two scoops of coffee in the filter for each cup of coffee. It pretty much fills the whole filter inside the pod. Once I put the cap on I give the bottom where the spring is a little push to compact the coffee then brew at the larger cup setting. Makes a great cup every time! Maybe it's the type of coffee or the amount you're using?
2866,How do you prepare this chocolate? do you need a special machine?,"Yes, these are for Keurig machines. Delicious!"
2867,can you bake with it?,My son hated the chocolate cake I made with hemp oil. My husband loved it.  It does have a distinct taste.  So really depends how much you like the flavor.
2868,is this made with real sugar and not any artifical sweenters such as sucralose or aspartme?,Ya they have real sugar there are no artificial sugars.
2869,Are all 6 boxes of Cran-Grape?,Yes.
2870,Can they be frozen?,"My experience is that they can be, but they keep for quite a while so it may not be needed. If they get hard, just put them on a plate in the microwave for  10-15 seconds and they will be soft, chewy and delicious!"
2871,Does anyone know if these contain lead? The ones from Hong Kong and Taiwan were banned due to overexposure of lead...does anyone know?,"While I'm not 100% sure I don't believe that they do, they would have been removed from Amazon if they did"
2872,"Where is it manufactured, from where do the ingredients come?  Made in USA is big positive for many","All the ingredients are organic. There is no coffee in the mix. The mix has roasted barley, roasted rye, roasted chicory, ashwagandha, shatavari, brahmi, and French vanilla flavor. It is distributed from Fairfield, IA. Their website is: www.ayurvedicroast.com.It says it is made in the USA."
2873,"it says 5 flavors, but how many packets of each flavor?","There are three packets of each flavor, for a total of 15 individual cups of miso soup."
2874,Can you eat a tablespoon of coconut oil by itself? Or do you mix it with something? Thanks,"Hi Monica,  If you can stand it that way, I do not see why not.  I put it in my mom's oatmeal.  Some people put it on their toast instead of butter.  I read where one man put it in his hot tea, this gave my mom a upset stomach so we quit that.  You can bake it in muffins too.  Hope this helps your question. :)"
2875,Can I use this product for windows in gingerbread houses?,"it is fragile and cracks easily, but would be look great.  Water shrivels the product, so cut with great care.  Good luck!"
2876,Are the nuts salted or unsalted?,I just read the product description and it says the Cashews are salted. Not sure about the Almonds.
2877,Can I use this coffee safely for super automatic machine ( Delonghi 23.450s ) ?,It worked great in my perk and in my fully automatic grind and brew machine!
2878,Is this 6 boxes?,"YES, there are 6 boxes (with 5 in each box); 30 bars total. AND they are delicious, in my opinion. I'm hooked on them and they are also very healthy!!! Hope this helped. :-)"
2879,I have put in an order but saw no where to choose the flavors that I wanted,"You can send them to contact seller.  You order is in pending, when it comes out of pending I can send you a email and you can respond to that."
2880,Is the package 5 of each mix?,No it is actually one of each box.
2881,They don't list the ingredients.  Is it vegan?,"The jar lists these: sugar, non-hydrogenated palm and or canola oil almonds, low fat cocoa powder, skim milk powder,whey, soy flour, soy lecithin.  Hope this helps."
2882,Ingredients?,"Sugar, butter, water, fruit pectin, citric acid, lemon oil, concentrated lemon juice and whole pasteurized egg."
2883,What do these taste like? Please be descriptive!,"The taste of this cherry covered chocolate is sweet and bitter and has a hint of the taste of alcohol, which is perfectly balanced, I think.I don't like chocolate that is too sweet and don't like cherry that is taste like a plastic cherry. I like this chocolate since over 30 years ago and I couldn't find this for long time. Last time when I got this chocolate, the taste was just like I dreamed of, and it didn't disappoint me at all!"
2884,Are they free of leaven?,Leavened matzo is an oxymoron.  No matzo is leavened.  The whole point is to celebrate the Israelites escaping from Egypt and not having the time to allow the bread to rise while on the run.
2885,"Camel Milk Powder - Made from 100% Pure Camel Milk , what is the weight?",1.2 pounds
2886,Do these dates have pits?,Yes they did have pits. I din't realize it until I received them
2887,"After I break the seal, do I have to refrigerate the olives (takes up a lot of fridge space)?",Yes they last longer
2888,Is this for toddlers only?  Do you have a formula suitable for a 10 month old baby?,"I am kind of angry at Nature's One cause I don't feel they are really transparent. It's really hard to find the information about why Baby's Only make babies so constipated: the truth is, this formula is EXTREMELY casein-dominant, much more than any casein-dominant infant formula. This is the reason why they market it as toddler formula, and not just because the company wants to promote infant breastfeading like their consumer service told me when I asked them about infant suitability. Unlike whey, casein is really hard to digest and makes babies constipated. The proteins in Baby's Only are 18% whey and 82% casein, exactly like cow milk, therefore it is NOT suitable for infants (for the record, proteins in breast milk are 90% whey/10% casein in early lactation, 60/40 in mature milk and 50/50 in late lactation). I don't think it's fair that we have to do so much research to find out about it. I feel cheated.



    I am kind of angry at Nature's One cause I don't feel they are really transparent. It's really hard to find the information about why Baby's Only make babies so constipated: the truth is, this formula is EXTREMELY casein-dominant, much more than any casein-dominant infant formula. This is the reason why they market it as toddler formula, and not just because the company wants to promote infant breastfeading like their consumer service told me when I asked them about infant suitability. Unlike whey, casein is really hard to digest and makes babies constipated. The proteins in Baby's Only are...
      » 
Read More


   I am kind of angry at Nature's One cause I don't feel they are really transparent. It's really hard to find the information about why Baby's Only make babies so constipated: the truth is, this formula is EXTREMELY casein-dominant, much more than any casein-dominant infant formula. This is the reason why they market it as toddler formula, and not just because the company wants to promote infant breastfeading like their consumer service told me when I asked them about infant suitability. Unlike whey, casein is really hard to digest and makes babies constipated. The proteins in Baby's Only are 18% whey and 82% casein, exactly like cow milk, therefore it is NOT suitable for infants (for the record, proteins in breast milk are 90% whey/10% casein in early lactation, 60/40 in mature milk and 50/50 in late lactation). I don't think it's fair that we have to do so much research to find out about it. I feel cheated.
      « 

Show Less"
2889,Is this popcorn organically raised?,"Hi all. Just found this comment string and we are the grower/producer of the product. Tons of places on Amazon where reviews, comments, questions are posted and we're just a small company with less than 4 employees -- took awhile to realize where these questions were posted.Our popcorn is not USDA certified organic.  We use a special organic fertilizer that includes trace minerals -- we developed the fertilizer specifically for our heirloom variety which is completely different (and grows differently) than all other varieties of corn being grown today.  We do not use any pesticides at all.  The one aspect that currently prevents organic certification is the use of non-residual herbicide during the first 20% of the growing season.  Our popcorn grows very very slowly and the weeds/grasses are a huge hurdle for us.  The herbicide never enters the plant (not residual) and only targets the other grasses/weeds on contact.  Nothing enters our popcorn plant and to be even more sure, it's only applied months before any ears (and kernels) think about developing.Some people tell us to ""just do it organically"" -- but unfortunately the yield of this popcorn (less than 2,000 lbs per acre) makes it impossible and unaffordable to do so.  It would probably yield less than 1,000 lbs per acre if we didn't fight the weeds/grasses with herbicide.  In comparison, most of the conventional popcorn varieties are growing between 5,000 and up to 10,000 lbs per acre.  We're already on the edge of being able to produce the product remotely affordably.  Our first goal is to preserve and expand this heirloom variety and down the road we will see if expanding into organic is possible.Hope you enjoy!!



    Hi all. Just found this comment string and we are the grower/producer of the product. Tons of places on Amazon where reviews, comments, questions are posted and we're just a small company with less than 4 employees -- took awhile to realize where these questions were posted.Our popcorn is not USDA certified organic. We use a special organic fertilizer that includes trace minerals -- we developed the fertilizer specifically for our heirloom variety which is completely different (and grows differently) than all other varieties of corn being grown today. We do not use any...
      » 
Read More


   Hi all. Just found this comment string and we are the grower/producer of the product. Tons of places on Amazon where reviews, comments, questions are posted and we're just a small company with less than 4 employees -- took awhile to realize where these questions were posted.Our popcorn is not USDA certified organic.  We use a special organic fertilizer that includes trace minerals -- we developed the fertilizer specifically for our heirloom variety which is completely different (and grows differently) than all other varieties of corn being grown today.  We do not use any pesticides at all.  The one aspect that currently prevents organic certification is the use of non-residual herbicide during the first 20% of the growing season.  Our popcorn grows very very slowly and the weeds/grasses are a huge hurdle for us.  The herbicide never enters the plant (not residual) and only targets the other grasses/weeds on contact.  Nothing enters our popcorn plant and to be even more sure, it's only applied months before any ears (and kernels) think about developing.Some people tell us to ""just do it organically"" -- but unfortunately the yield of this popcorn (less than 2,000 lbs per acre) makes it impossible and unaffordable to do so.  It would probably yield less than 1,000 lbs per acre if we didn't fight the weeds/grasses with herbicide.  In comparison, most of the conventional popcorn varieties are growing between 5,000 and up to 10,000 lbs per acre.  We're already on the edge of being able to produce the product remotely affordably.  Our first goal is to preserve and expand this heirloom variety and down the road we will see if expanding into organic is possible.Hope you enjoy!!
      « 

Show Less"
2890,Hard for me to visualize eight pounds....can someone advise about how many tortillas we are talking here?  Thanks!,"Sure!  They come in 8, 1 pound packages.  Approx. 20 tortillas to a package.  I purchased them not to long ago and they were delicious.  You can freeze them also.  That's what I was concerned about.  I knew we wouldn't eat 8 packages of tortillas before they would go bad, so I just froze 7 packages & just kept 1 package in the fridge!  Worked perfectly.  When I was ready for more, I just pulled a package out of the freezer, let them thaw & we ate them!"
2891,are thet out of the shell?,"No, they have not been shelled."
2892,Is this creamy or chunky?  Thank You,This was creamy:-)
2893,Can these capsules be used with the Varismo Kafee machine to make lattes?,"w never tried so we can suggest doing so , but if teh capsules are the same exact shape you may be willing to try"
2894,what are the ingredients?  what type of protein is it,Don't know the exact ingredients. Should be printed on the side on the label. It IS a diary product but Core Power seems to have refined it to the point of eliminating the more harmful dairy ingredients - and given the extract a great taste (no 'chalkiness' typically associated with protein drinks.)
2895,Were these packed individually?  Was wanting some for a pinata but don't want the candy to hit the ground if it isn't packaged.,No - they are in a larger plastic bag.  There are versions that are packed individually in plastic.
2896,"How many cubes in a box, approximately?","Mayby 200, gives the coffee a great flavor."
2897,How many calories?,130 calories
2898,can I get mostly pink flowers,"If you include a note at checkout or message the seller immediately after, they're able to accommodate color requests very easily!"
2899,what are the ingredients in Cookie Butter?  how much sugar?,"Serving Size: 1 Tbsp (15g)Nutrition facts: 90 calories, 50 calories from fat, 6g fat, 1.5g saturated fat, 0g trans fat, 0mg cholesterol, 0mg sodium, 8g total carbs, 0g fiber, 5g sugar, <1g sugarINGREDIENTS: 57% SPECULOOS (WHEAT FLOUR, CANDY SUGAR, MARGARINE [PALM OIL, CANOLA OIL, COCONUT OIL, RAPESEED OIL, WATER, SALT, EMULSIFIER {VEGETABLE MONO-AND DIGLYCERIDES FROM FATTY ACIDS}, CITRIC ACID, ALCTIC ACID, COLOR ADDED {BETA CAROTENE}, BUTTERFLAVOR (NON-DAIRY)], SUGAR, SOY FLOUR, SUGAR SYRUP, RAISING AGENT {SODIUM HYDROGEN CARBONATE}, CINNAMON, NUTMEG), PALM OIL, CANOLA OIL, SUGAR, EMULSIFIER: RAPESEED LECITHIN.



    Serving Size: 1 Tbsp (15g)Nutrition facts: 90 calories, 50 calories from fat, 6g fat, 1.5g saturated fat, 0g trans fat, 0mg cholesterol, 0mg sodium, 8g total carbs, 0g fiber, 5g sugar, <1g sugarINGREDIENTS: 57% SPECULOOS (WHEAT FLOUR, CANDY SUGAR, MARGARINE [PALM OIL, CANOLA OIL, COCONUT OIL, RAPESEED OIL, WATER, SALT, EMULSIFIER {VEGETABLE MONO-AND DIGLYCERIDES FROM FATTY ACIDS}, CITRIC ACID, ALCTIC ACID, COLOR ADDED {BETA CAROTENE}, BUTTERFLAVOR (NON-DAIRY)], SUGAR, SOY FLOUR, SUGAR SYRUP, RAISING AGENT {SODIUM HYDROGEN CARBONATE}, CINNAMON, NUTMEG), PALM OIL,...
      » 
Read More


   Serving Size: 1 Tbsp (15g)Nutrition facts: 90 calories, 50 calories from fat, 6g fat, 1.5g saturated fat, 0g trans fat, 0mg cholesterol, 0mg sodium, 8g total carbs, 0g fiber, 5g sugar, <1g sugarINGREDIENTS: 57% SPECULOOS (WHEAT FLOUR, CANDY SUGAR, MARGARINE [PALM OIL, CANOLA OIL, COCONUT OIL, RAPESEED OIL, WATER, SALT, EMULSIFIER {VEGETABLE MONO-AND DIGLYCERIDES FROM FATTY ACIDS}, CITRIC ACID, ALCTIC ACID, COLOR ADDED {BETA CAROTENE}, BUTTERFLAVOR (NON-DAIRY)], SUGAR, SOY FLOUR, SUGAR SYRUP, RAISING AGENT {SODIUM HYDROGEN CARBONATE}, CINNAMON, NUTMEG), PALM OIL, CANOLA OIL, SUGAR, EMULSIFIER: RAPESEED LECITHIN.
      « 

Show Less"
2900,Has anyone else noticed a 30% price increase on this product in the last month or are there other ways around this?,"Good Morning,My name is Mayra Flores, an employee at Rogers Family Coffee Company, the manufacturer for these San Francisco Bay products. In response to your inquiry, the current issue is caused because this product that is sold by and shipped by Amazon is out of stock. Our San Francisco Bay French Roast 80ct is not being offered for Prime shipping by Amazon at the moment because Amazon is out of stock on this product and the system defaults to a third party seller and higher price. Therefore while Amazon is out of stock, the only way to buy this product on Amazon is through a third party reseller and this why Amazon customers come across the issue of higher prices. For future reference when buying our products through Amazon, be careful that it is not through a third party seller. You can look for the tag that says ""sold and shipped by Amazon"". A third party seller will have a different sold by name and the price will probably be higher. I would advise that you check back on Amazon in a day or two to see if this product is back in stock. If you have any issues or questions on the price that is being sold on Amazon by these third party resellers, please contact Amazon customer service. If you have any more questions and/or concerns regarding our products please contact me at mflores@rogersfamilyco.com and reference your original amazon question so that I can further better assist you. Thank You and have a great day.



    Good Morning,My name is Mayra Flores, an employee at Rogers Family Coffee Company, the manufacturer for these San Francisco Bay products. In response to your inquiry, the current issue is caused because this product that is sold by and shipped by Amazon is out of stock. Our San Francisco Bay French Roast 80ct is not being offered for Prime shipping by Amazon at the moment because Amazon is out of stock on this product and the system defaults to a third party seller and higher price. Therefore while Amazon is out of stock, the only way to buy this product on Amazon is through a third...
      » 
Read More


   Good Morning,My name is Mayra Flores, an employee at Rogers Family Coffee Company, the manufacturer for these San Francisco Bay products. In response to your inquiry, the current issue is caused because this product that is sold by and shipped by Amazon is out of stock. Our San Francisco Bay French Roast 80ct is not being offered for Prime shipping by Amazon at the moment because Amazon is out of stock on this product and the system defaults to a third party seller and higher price. Therefore while Amazon is out of stock, the only way to buy this product on Amazon is through a third party reseller and this why Amazon customers come across the issue of higher prices. For future reference when buying our products through Amazon, be careful that it is not through a third party seller. You can look for the tag that says ""sold and shipped by Amazon"". A third party seller will have a different sold by name and the price will probably be higher. I would advise that you check back on Amazon in a day or two to see if this product is back in stock. If you have any issues or questions on the price that is being sold on Amazon by these third party resellers, please contact Amazon customer service. If you have any more questions and/or concerns regarding our products please contact me at mflores@rogersfamilyco.com and reference your original amazon question so that I can further better assist you. Thank You and have a great day.
      « 

Show Less"
2901,Are KIND bars non-GMO certified?,Some but not all of their products.go to website nongmoproject.org for the listing. Hope that helps
2902,What is this sweetened with?,"Sugar.(Ingredients: sugar, citric acid, blend of instant black teas, natural flavors, lemon juice solids -- in that order) It's delicious!"
2903,"Title says 12 K cups, description says 8, which is it?",I received 12 K Cups. They were delicious.
2904,"What is the difference between the ""blue box"" and the ""white box""? is there a difference in the blend or is it strictly a change in packaging?","Per PG Tips website, the white and lite blue box are the same tea, just different amounts of bags or volume of loose tea. Other strengths or flavors of tea have different colored boxes; PG Gold is a black box; PG Strong is a deep red box, etc."
2905,Is the mouth of the carafe large enough to get my hand in for cleaning?  And is there a lid for the carafe?,"The mouth is about 4 inches wide.  A well-designed lid screws onto the top of the carafe; the lid has a push button mechanism that opens the carafe for pouring.  The coffee stays hot because until you push the button, the pot is completely sealed.  I've timed the whole procedure from measuring eight cups of water into the tea kettle, boiling and pouring the water through the drip mechanism, screwing on the top: 15 minutes.  The taste of the coffee makes it worth the time it takes."
2906,Is this organic,yes
2907,How long will it take to recieve my package?,3-5 business days
2908,Does it have preservatives?,Ingredients are pitted apricots and sulfur dioxide.
2909,For those with live terrariums how well has this moss held up? Is it still alive?,"I buy moss from this supplier regularly.  I've never had any problem with any of the species, including the two I've been shipped under the name ""sheet-moss.""  I terrariums for sale, but the few I've kept or given to friends as gifts are all still going strong & many are well over 24 months old at this point."
2910,"Is there any nutritional info on this?  I.E. fat & sodium content, etc.","OK Here goes:Serving size 15g, Cal 70, Cal Fat 37g, Fat 4g (6%), Cholest 8.7g (3%), total carb 6.2g (2%), Fiber .44g (2%), Protein 2.4g (5%).Sodium is somewhat high (I'm on a restricted diet); however, I don't eat this as a bowl of soup.  I just put a few tablespoons of cheese sauce (see my recipe) over my veggies.  Good stuff!"
2911,What are the ingredients of this root beer extract?,"Water, Caramel Color, Alcohol, Natural and Artificial Flavor, Sulfiting Agents, and FD&C; red#40 lake.   (That all it says on the bottle.  I like it a lot.  Shake well because the cinnamon and other spices settle out at the bottom.)"
2912,"What is the ""shelf life"" of the vitamin bursts before using?",The riper the berry the sweeter the juice!
2913,What is the sodium content per 1 oz bag?,For a 6 oz bag the sodium per serving is 190 mg.  Serving size is 1oz and the servings per container are 6.
2914,How many pounds is this order?,about 1/2 pound from my recollection.  My PCA LOVED it!
2915,"How many sticks per pack, 5 or 9? Thanks",9 Sticks per pack.
2916,is there any percentages of alcohol or bacon fat on it ??,No
2917,what is the best buy date and packed on date?,I repackaged it into a zip lock shortly after purchase and do not recall. I apologize that I cannot be of assistance.
2918,What is the width of the Northern roll - - 4 inches or 4.5 inches???,it is 4.5 inches by tapemeasure....
2919,How many candies in the 36ozContainer?,Saunders website states it is 48 pieces
2920,how many package in a case?,"You can get single packets of the soup at Walmart for less than $3.00. I don't know how many packs in a case but at this price for a single packet, I would look elsewhere."
2921,Are there any research studies that show the difference in the grades of matcha green tea as far as the health benefits go?,"I am not so sure about the difference in grades, but I can tell you to be careful to buy 100% matcha. Several brands of matcha actually have brown rice fillers. This brand (Ryu Mei) is one of my favorites but a tad expensive (I drink matcha every day). Mighty Leaf Tea makes a more reasonable priced matcha."
2922,"Hello, How sturdily is this made?  Does the material seem of good quality, and not brittle or too lightweight?  Thanks for your input!",I own the microwave noodle bowl and also the 20 oz mug. Both are very sturdy. You could throw them in a lunchbox or backpack without worries. I have been impressed with Sistema products and am acquiring quite a collection.
2923,Are these chia seeds by CHOSEN FOODS 100% ORGANIC? I can't tell from the pictures...,"I called the company after I received the box of seeds and they are the ones who supply to Bobs Red Mill. They come from Mexico, but the box also came with a certificate showing the lab analysis and the breakdown of the product contents. They state they have no pesticides,etc. and when I talked with the company the gentleman stated they were indeed organic. I've been using this box for quite some time and all is well. But price for price it's about the same as you would pay from Wegman's whole foods section. The best part is the grocery store doesn't provide a lab analysis, but the Chosen Foods company does. They are wholesalers and supply to many companies. Hope this helps with info you need to make a realistic decision.



    I called the company after I received the box of seeds and they are the ones who supply to Bobs Red Mill. They come from Mexico, but the box also came with a certificate showing the lab analysis and the breakdown of the product contents. They state they have no pesticides,etc. and when I talked with the company the gentleman stated they were indeed organic. I've been using this box for quite some time and all is well. But price for price it's about the same as you would pay from Wegman's whole foods section. The best part is the grocery store doesn't provide a lab analysis, but the Chosen...
      » 
Read More


   I called the company after I received the box of seeds and they are the ones who supply to Bobs Red Mill. They come from Mexico, but the box also came with a certificate showing the lab analysis and the breakdown of the product contents. They state they have no pesticides,etc. and when I talked with the company the gentleman stated they were indeed organic. I've been using this box for quite some time and all is well. But price for price it's about the same as you would pay from Wegman's whole foods section. The best part is the grocery store doesn't provide a lab analysis, but the Chosen Foods company does. They are wholesalers and supply to many companies. Hope this helps with info you need to make a realistic decision.
      « 

Show Less"
2924,how many gallons is in container,Approximately 5 gallons.
2925,It's ridiculous not to list the ingredients. Does it have xanthan gum?,"Ingredients as listed on bag: brown rice flour, tapioca starch, white rice flour, potato starch,  sorghum flour, arrowroot starch, sweet rice flour guar gum"
2926,What is the source of the pectin and what are the ingredients?  Thanks,"It's citrus pectin, activated by calcium.  Very easy to use!"
2927,"Can you prepare a ""batch"" for the week or does it have to be prepared as you use it?",i didn't care for the texture a with day old mixture. I mix only what I am prepared to eat in one setting. I mostly use in my shakes.
2928,is this starch cooked?,"Your question is ambiguous so here goes.Yes it is cooked, but you need to cook it again, in your recipes.http://blog.bobsredmill.com/featured-articles/modified-food-starch-demystified/     Read this from Bob's Red Mill. Stop reading when you get to ""35 Responses to ""Modified Food Starch Demystified"""". Just stop.http://en.wikipedia.org/wiki/Modified_starch    Read this from Wikipedia if you need to understand that Modified Food Starches are produced by a variety of ""cooking/processing"" methods. Hi-Maize Resistant Starch is a powdered starch made by one of these ""cooking/processing"" methods. The powder is intended to be incorporated into baking recipes and thus cooked in the conventional way we are used to.http://shop.honeyville.com/hi-maize-resistant-starch.html   Read this from Honeyville Farms.https://www.google.com/search?q=resistant+starch+advantages&rls;=com.microsoft:en-us:IE-Address&ie;=UTF-8&oe;=UTF-8&sourceid;=ie7&rlz;=1I7GGLD_en&gws;_rd=ssl      Read a couple of the articles this search will present and you will see what any resistant starch can do for your health.



    Your question is ambiguous so here goes.Yes it is cooked, but you need to cook it again, in your recipes.http://blog.bobsredmill.com/featured-articles/modified-food-starch-demystified/ Read this from Bob's Red Mill. Stop reading when you get to ""35 Responses to ""Modified Food Starch Demystified"""". Just stop.http://en.wikipedia.org/wiki/Modified_starch Read this from Wikipedia if you need to understand that Modified Food Starches are produced by a variety of ""cooking/processing"" methods. Hi-Maize Resistant Starch is...
      » 
Read More


   Your question is ambiguous so here goes.Yes it is cooked, but you need to cook it again, in your recipes.http://blog.bobsredmill.com/featured-articles/modified-food-starch-demystified/     Read this from Bob's Red Mill. Stop reading when you get to ""35 Responses to ""Modified Food Starch Demystified"""". Just stop.http://en.wikipedia.org/wiki/Modified_starch    Read this from Wikipedia if you need to understand that Modified Food Starches are produced by a variety of ""cooking/processing"" methods. Hi-Maize Resistant Starch is a powdered starch made by one of these ""cooking/processing"" methods. The powder is intended to be incorporated into baking recipes and thus cooked in the conventional way we are used to.http://shop.honeyville.com/hi-maize-resistant-starch.html   Read this from Honeyville Farms.https://www.google.com/search?q=resistant+starch+advantages&rls;=com.microsoft:en-us:IE-Address&ie;=UTF-8&oe;=UTF-8&sourceid;=ie7&rlz;=1I7GGLD_en&gws;_rd=ssl      Read a couple of the articles this search will present and you will see what any resistant starch can do for your health.
      « 

Show Less"
2929,Is this gluten free,"It's packaged in a facility that handles wheat products, among other things."
2930,"I like to know if Scotts marzipan is has 60% sugar and almonds, glucose syrup, water.  The Odense marzipan has that, but it is hard to find.","I had to email them to find out, whenever I bought it before, and sadly I cannot remember the exact ingredients.   Since then I seem to remember their ingredients have changed.  I just looked at their website but no ingredients for marzipan are listed.    Here is their website:http://www.scottscakes.com/marzipan.htmlI just now tried the phone number someone posted but it is not working, so I just emailed the company and asked for the ingredients.  The one thing I do remember is that it had no corn syrup and no eggs, and that's why I bought it, as I don't eat those.  But if they respond to me, I will post the answer here.



    I had to email them to find out, whenever I bought it before, and sadly I cannot remember the exact ingredients. Since then I seem to remember their ingredients have changed. I just looked at their website but no ingredients for marzipan are listed. Here is their website:http://www.scottscakes.com/marzipan.htmlI just now tried the phone number someone posted but it is not working, so I just emailed the company and asked for the ingredients. The one thing I do remember is that it had no corn syrup and no eggs, and that's why I bought it, as I don't eat those. But if...
      » 
Read More


   I had to email them to find out, whenever I bought it before, and sadly I cannot remember the exact ingredients.   Since then I seem to remember their ingredients have changed.  I just looked at their website but no ingredients for marzipan are listed.    Here is their website:http://www.scottscakes.com/marzipan.htmlI just now tried the phone number someone posted but it is not working, so I just emailed the company and asked for the ingredients.  The one thing I do remember is that it had no corn syrup and no eggs, and that's why I bought it, as I don't eat those.  But if they respond to me, I will post the answer here.
      « 

Show Less"
2931,Is this fine ground or coarse ground?,Fine
2932,"How many bags will I want for a cocktail hour/popcorn bar at my wedding for 200 guests? This is the only ""appetizer"" but not the only dessert.","Tough question, I love pop corn, eat it near daily and a movie bucket portion, got mine about dec 27th STILL noshing on it, but it is getting near bottom now soooo heck order two, what isn't consumed use another time but do open just one bag then the other if needs be and use the leftovers your self but be sure you re-seal the bag as soon as possible to keep it as fresh as possible nom nom nom and oh yes, congratulations!! My Wife has kept me around now 40 years this year, I wish it for you too!!!"
2933,So this is $23.99 for one box?!,"Yep, or think of it as $1.33 per gallon of great tasting tea!"
2934,Does this contain artificial sweeteners?,Yes
2935,are these chocolate chips vegan?,I'm sorry.  I don't remember and they are long gone!
2936,hi is Sleeping Bear Farms raw honey certified organic? thanks... tim :),"Hi Tim, Thanks for the note. While we have chosen not to pay the thousands of dollars for a government ""certification"" as Organic, we are as close as it gets. We bottle only our own honey, from our own hives. We do NOT blend, mix, micro-filter, or heat pasteurize our honey. All that being said, no beekeeper knows each and every plant that his or her bees visits, it's a physical impossibility in the modern world for truly organic honey, and I would have more questions for a company that spends their efforts and money getting a certification, over taking care of their bees!"
2937,I started my kombucha with this Scoby and now my tea is growing the more rubbery mother in the jar. Should I keep both in there?,"Yes.  Each time you make a batch, a new one will scoby will form on the top of the surface of the tea....this is what is suppose to happen.  After you bottle your tea, you can put one of them (either one) in another jar with some tea for storage, (cover with a cloth).....just keep adding your extra scobys to this""storage jar.  You can Google ""scoby hotel"" to learn more about this.  No matter where your original scoby is in the tea you are brewing....sunk to the bottom, floating half way....you will always get a new scoby on the top.  You can Google ""Kombucha"" and learn everything you need to know.  A zillion other people have had your SAME question.



    Yes. Each time you make a batch, a new one will scoby will form on the top of the surface of the tea....this is what is suppose to happen. After you bottle your tea, you can put one of them (either one) in another jar with some tea for storage, (cover with a cloth).....just keep adding your extra scobys to this""storage jar. You can Google ""scoby hotel"" to learn more about this. No matter where your original scoby is in the tea you are brewing....sunk to the bottom, floating half way....you will always get a new scoby on the top. You can Google ""Kombucha"" and learn...
      » 
Read More


   Yes.  Each time you make a batch, a new one will scoby will form on the top of the surface of the tea....this is what is suppose to happen.  After you bottle your tea, you can put one of them (either one) in another jar with some tea for storage, (cover with a cloth).....just keep adding your extra scobys to this""storage jar.  You can Google ""scoby hotel"" to learn more about this.  No matter where your original scoby is in the tea you are brewing....sunk to the bottom, floating half way....you will always get a new scoby on the top.  You can Google ""Kombucha"" and learn everything you need to know.  A zillion other people have had your SAME question.
      « 

Show Less"
2938,Is this made from grass fed cows?,"Yes, if its from cows raised at Hoosier Hill Farm. I'm looking into this myself and haven't called them yet. They may buy hides from out of the country like Great Lakes brand. Here is a link to Hoosier Farm's Web page regarding how they raise their cows  http://www.hoosiergrassfedbeef.com/whygrassfedbeef.htm"
2939,what is the expiration date on these?,Over a year.
2940,how is  this compared  to the same flavor bags? I like the bags but I don't know if these are about the same? Thanks,The very same and very delicious!
2941,Is there a good bread recipe to make with this flour?,I use it to make Elisabeth Hasselbeck's gluten free banana bread in place of the two flours listed in the recipe.  You can google to find her recipe. It turns out so good I can't wait to try it in other recipes.
2942,Does anyone know exactly what kind of vinegar this is?,It's just plain white vinegar
2943,How many pieces of gum are in the package?,I would say about 60.  It is an 80 gram package and a two piece serving is 2.8 grams.
